nct_id,study_result
NCT01980771,success
NCT01980940,fail
NCT01981096,success
NCT01981122,fail
NCT01981473,success
NCT01981564,fail
NCT01981616,unknown
NCT01981954,success
NCT01982292,fail
NCT01982435,success
NCT01982448,unknown
NCT01982630,unknown
NCT01982942,success
NCT01983111,fail
NCT01983228,fail
NCT01983293,success
NCT01983553,unknown
NCT01983566,fail
NCT01983683,unknown
NCT01984164,unknown
NCT01984229,unknown
NCT01984242,fail
NCT01984346,success
NCT01984424,success
NCT01984684,unknown
NCT01984697,success
NCT01985308,success
NCT01985334,success
NCT01985360,unknown
NCT01985581,success
NCT01985867,fail
NCT01986010,success
NCT01986062,success
NCT01986101,success
NCT01986647,success
NCT01986855,fail
NCT01986881,success
NCT01986933,success
NCT01987817,success
NCT01987895,unknown
NCT01988090,fail
NCT01988103,success
NCT01988129,success
NCT01988402,fail
NCT01988493,success
NCT01988571,fail
NCT01988662,success
NCT01988779,fail
NCT01988922,success
NCT01989156,success
NCT01989169,unknown
NCT01989195,success
NCT01989221,success
NCT01989572,fail
NCT01989676,unknown
NCT01989754,success
NCT01989793,fail
NCT01990313,success
NCT01990573,success
NCT01990612,success
NCT01990742,success
NCT01990768,fail
NCT01991067,success
NCT01991197,fail
NCT01991314,fail
NCT01991795,success
NCT01991821,fail
NCT01991860,success
NCT01992094,unknown
NCT01992107,unknown
NCT01992159,success
NCT01992380,unknown
NCT01992393,success
NCT01992523,success
NCT01992913,success
NCT01993017,fail
NCT01993030,success
NCT01993108,success
NCT01993186,fail
NCT01993329,fail
NCT01993836,unknown
NCT01993875,fail
NCT01993888,success
NCT01993940,success
NCT01994109,success
NCT01994291,success
NCT01994720,fail
NCT01994889,success
NCT01994954,success
NCT01994980,success
NCT01995201,fail
NCT01995461,success
NCT01995513,fail
NCT01995838,success
NCT01996241,fail
NCT01996319,success
NCT01996592,success
NCT01996605,success
NCT01996644,success
NCT01996813,fail
NCT01996826,fail
NCT01997229,fail
NCT01997333,fail
NCT01997398,success
NCT01998243,fail
NCT01998269,success
NCT01998399,fail
NCT01998841,fail
NCT01998880,success
NCT01998906,success
NCT01998919,unknown
NCT01998984,fail
NCT01999075,fail
NCT01999218,unknown
NCT01999465,fail
NCT01999777,fail
NCT01999868,success
NCT01999920,fail
NCT02000115,success
NCT02000531,success
NCT02000622,success
NCT02000752,success
NCT02001064,fail
NCT02001181,success
NCT02001688,success
NCT02001974,success
NCT02002091,success
NCT02002221,success
NCT02002533,success
NCT02002767,unknown
NCT02002819,fail
NCT02002832,unknown
NCT02002871,success
NCT02002884,success
NCT02003183,success
NCT02003222,success
NCT02003391,success
NCT02003898,unknown
NCT02003924,success
NCT02003963,success
NCT02004093,fail
NCT02004613,success
NCT02004691,success
NCT02004847,success
NCT02004873,success
NCT02004886,success
NCT02005016,success
NCT02005029,success
NCT02005172,unknown
NCT02005393,unknown
NCT02005471,success
NCT02005562,fail
NCT02005627,success
NCT02006121,success
NCT02006420,success
NCT02006472,fail
NCT02006628,success
NCT02006641,fail
NCT02006654,fail
NCT02006706,success
NCT02006732,success
NCT02006836,success
NCT02007200,success
NCT02007252,fail
NCT02007278,fail
NCT02007369,success
NCT02007434,fail
NCT02007512,success
NCT02008227,success
NCT02008357,fail
NCT02008526,fail
NCT02008565,fail
NCT02008617,fail
NCT02008721,fail
NCT02008890,success
NCT02008916,success
NCT02009046,success
NCT02009163,success
NCT02009332,unknown
NCT02009865,success
NCT02009930,fail
NCT02010060,fail
NCT02010242,fail
NCT02010775,success
NCT02010996,success
NCT02011113,success
NCT02011490,unknown
NCT02011893,success
NCT02012218,success
NCT02012283,success
NCT02012296,fail
NCT02012621,success
NCT02013167,success
NCT02013531,success
NCT02013609,success
NCT02013622,success
NCT02014103,unknown
NCT02014272,unknown
NCT02014376,fail
NCT02014467,success
NCT02014480,success
NCT02014558,unknown
NCT02014584,fail
NCT02015442,fail
NCT02015455,fail
NCT02015520,success
NCT02015611,fail
NCT02015637,unknown
NCT02015819,unknown
NCT02016105,unknown
NCT02016170,unknown
NCT02016300,success
NCT02016482,success
NCT02016560,success
NCT02016625,success
NCT02016716,unknown
NCT02016781,success
NCT02016898,fail
NCT02017171,fail
NCT02017327,success
NCT02017717,fail
NCT02018822,fail
NCT02019108,success
NCT02019264,success
NCT02019420,unknown
NCT02019472,success
NCT02019563,fail
NCT02019719,unknown
NCT02019758,fail
NCT02019875,success
NCT02020018,fail
NCT02020031,success
NCT02020252,success
NCT02020408,success
NCT02020590,unknown
NCT02020785,success
NCT02020889,success
NCT02021292,success
NCT02021318,unknown
NCT02021565,fail
NCT02021656,success
NCT02021773,success
NCT02022007,success
NCT02022085,success
NCT02022462,success
NCT02022566,success
NCT02022748,unknown
NCT02022826,success
NCT02023112,unknown
NCT02023125,unknown
NCT02023697,fail
NCT02023866,fail
NCT02023879,success
NCT02023983,fail
NCT02024529,fail
NCT02024724,fail
NCT02024750,fail
NCT02024867,success
NCT02024932,success
NCT02025426,fail
NCT02025439,success
NCT02025556,success
NCT02025725,fail
NCT02025751,fail
NCT02026011,success
NCT02026141,success
NCT02026232,success
NCT02026258,success
NCT02026908,success
NCT02027311,success
NCT02027428,fail
NCT02027545,fail
NCT02027558,success
NCT02028065,unknown
NCT02028169,success
NCT02028182,unknown
NCT02028208,unknown
NCT02028676,success
NCT02028715,fail
NCT02028767,success
NCT02028884,success
NCT02029235,fail
NCT02029274,fail
NCT02029872,unknown
NCT02030535,success
NCT02030600,success
NCT02030821,success
NCT02031146,fail
NCT02031276,fail
NCT02031302,success
NCT02031640,fail
NCT02032420,success
NCT02032680,fail
NCT02032823,success
NCT02033174,success
NCT02033200,success
NCT02033213,success
NCT02033317,success
NCT02033694,success
NCT02033850,fail
NCT02033876,fail
NCT02033889,success
NCT02033993,fail
NCT02034006,success
NCT02034162,success
NCT02034409,unknown
NCT02034513,success
NCT02034552,success
NCT02034565,unknown
NCT02034578,unknown
NCT02034591,unknown
NCT02034799,unknown
NCT02035475,fail
NCT02035553,success
NCT02035696,unknown
NCT02036515,success
NCT02036775,unknown
NCT02036970,fail
NCT02037061,fail
NCT02037165,unknown
NCT02037438,fail
NCT02037568,success
NCT02037776,success
NCT02037984,unknown
NCT02038075,success
NCT02038179,success
NCT02038452,success
NCT02038647,fail
NCT02038777,success
NCT02038790,fail
NCT02038829,success
NCT02038894,success
NCT02038920,fail
NCT02038959,success
NCT02039219,fail
NCT02039505,success
NCT02039674,success
NCT02039726,success
NCT02039843,fail
NCT02039856,fail
NCT02039947,success
NCT02040090,unknown
NCT02040428,success
NCT02040584,fail
NCT02040766,success
NCT02040779,success
NCT02040805,success
NCT02040857,success
NCT02041195,success
NCT02041299,success
NCT02041533,fail
NCT02041702,success
NCT02042131,success
NCT02042183,fail
NCT02042404,success
NCT02042443,success
NCT02043301,unknown
NCT02043379,fail
NCT02043509,unknown
NCT02043548,fail
NCT02043678,fail
NCT02043704,fail
NCT02043808,unknown
NCT02043899,success
NCT02044094,unknown
NCT02044367,unknown
NCT02044393,unknown
NCT02044458,fail
NCT02044874,success
NCT02045446,success
NCT02045836,unknown
NCT02045862,success
NCT02045875,success
NCT02045979,unknown
NCT02046005,success
NCT02046070,fail
NCT02046096,success
NCT02046200,success
NCT02046369,success
NCT02046980,success
NCT02046993,success
NCT02047110,fail
NCT02047227,fail
NCT02047318,success
NCT02047643,fail
NCT02047734,success
NCT02048072,success
NCT02048670,success
NCT02048813,success
NCT02049437,fail
NCT02049710,unknown
NCT02049814,success
NCT02049944,unknown
NCT02050373,success
NCT02051335,success
NCT02051595,success
NCT02051764,fail
NCT02052011,unknown
NCT02052141,success
NCT02052310,success
NCT02052596,unknown
NCT02052752,fail
NCT02052895,fail
NCT02052960,fail
NCT02053051,fail
NCT02053610,success
NCT02053753,unknown
NCT02054130,success
NCT02054156,success
NCT02054247,fail
NCT02054338,fail
NCT02054481,success
NCT02054702,success
NCT02054715,fail
NCT02054741,success
NCT02054897,success
NCT02055118,fail
NCT02055352,success
NCT02055781,success
NCT02055963,fail
NCT02055976,success
NCT02056340,fail
NCT02056392,unknown
NCT02056873,success
NCT02057042,success
NCT02057068,success
NCT02057198,fail
NCT02057406,success
NCT02057575,success
NCT02057666,success
NCT02057692,success
NCT02057718,unknown
NCT02057757,fail
NCT02058069,unknown
NCT02058095,success
NCT02058108,fail
NCT02058147,success
NCT02058160,success
NCT02058290,success
NCT02058368,success
NCT02058563,unknown
NCT02058628,success
NCT02059148,success
NCT02059161,unknown
NCT02059174,unknown
NCT02059187,unknown
NCT02059213,fail
NCT02059239,unknown
NCT02059278,success
NCT02059291,success
NCT02059434,success
NCT02059512,fail
NCT02059642,fail
NCT02059980,fail
NCT02059993,success
NCT02060058,success
NCT02060383,unknown
NCT02060461,success
NCT02060487,unknown
NCT02060526,fail
NCT02061540,success
NCT02061748,success
NCT02062385,success
NCT02062463,success
NCT02062502,success
NCT02062801,fail
NCT02063035,fail
NCT02063178,success
NCT02063217,fail
NCT02063516,success
NCT02063659,success
NCT02063698,fail
NCT02063737,fail
NCT02063854,fail
NCT02063867,fail
NCT02063984,unknown
NCT02064205,fail
NCT02064296,success
NCT02064439,success
NCT02064764,fail
NCT02064816,fail
NCT02064868,success
NCT02064894,fail
NCT02064920,unknown
NCT02065375,success
NCT02065453,success
NCT02065557,success
NCT02065570,fail
NCT02065622,success
NCT02065713,success
NCT02065791,success
NCT02065895,success
NCT02066181,success
NCT02066298,success
NCT02066389,success
NCT02066402,fail
NCT02066415,success
NCT02066467,success
NCT02066792,success
NCT02066896,success
NCT02068027,fail
NCT02068118,success
NCT02068352,success
NCT02068443,unknown
NCT02068599,fail
NCT02069015,success
NCT02069093,success
NCT02069366,success
NCT02069704,unknown
NCT02069847,fail
NCT02070380,success
NCT02070757,unknown
NCT02070991,fail
NCT02071173,unknown
NCT02071290,fail
NCT02072174,success
NCT02072226,unknown
NCT02072434,unknown
NCT02072668,fail
NCT02072824,success
NCT02073279,success
NCT02073487,success
NCT02073682,success
NCT02074358,success
NCT02074436,fail
NCT02074553,unknown
NCT02074982,success
NCT02075047,success
NCT02075255,success
NCT02075476,success
NCT02075515,unknown
NCT02075606,fail
NCT02075840,success
NCT02076165,fail
NCT02076178,success
NCT02076399,success
NCT02076412,fail
NCT02076997,success
NCT02077374,success
NCT02078219,success
NCT02078713,fail
NCT02079610,success
NCT02079766,fail
NCT02079805,unknown
NCT02079844,fail
NCT02079909,fail
NCT02079987,success
NCT02080260,fail
NCT02080273,success
NCT02080364,fail
NCT02080403,fail
NCT02080481,success
NCT02080520,fail
NCT02080637,success
NCT02080871,success
NCT02081001,success
NCT02081196,unknown
NCT02081248,fail
NCT02081365,success
NCT02081391,success
NCT02081417,success
NCT02081534,success
NCT02081638,success
NCT02081807,unknown
NCT02081846,success
NCT02081859,fail
NCT02081950,unknown
NCT02082119,success
NCT02082184,fail
NCT02083081,fail
NCT02083705,success
NCT02083783,success
NCT02084056,success
NCT02084082,success
NCT02084511,unknown
NCT02085070,unknown
NCT02085161,success
NCT02085252,success
NCT02085356,unknown
NCT02085408,unknown
NCT02085447,success
NCT02085720,success
NCT02086175,success
NCT02086331,unknown
NCT02086565,unknown
NCT02086682,fail
NCT02087085,success
NCT02087501,unknown
NCT02087748,success
NCT02087865,success
NCT02087904,success
NCT02087943,success
NCT02088541,fail
NCT02088905,success
NCT02089347,unknown
NCT02089464,fail
NCT02089659,unknown
NCT02090413,unknown
NCT02090634,success
NCT02090764,success
NCT02091167,success
NCT02091284,success
NCT02091362,success
NCT02091375,success
NCT02091440,unknown
NCT02091466,success
NCT02091739,success
NCT02091856,success
NCT02091986,success
NCT02092220,success
NCT02092324,success
NCT02092350,success
NCT02092467,unknown
NCT02092961,success
NCT02092987,fail
NCT02093234,success
NCT02093351,unknown
NCT02093663,success
NCT02094586,unknown
NCT02094716,fail
NCT02094898,success
NCT02094937,unknown
NCT02095145,fail
NCT02095197,fail
NCT02095678,success
NCT02096081,unknown
NCT02096263,unknown
NCT02096705,success
NCT02096718,unknown
NCT02096731,unknown
NCT02096744,success
NCT02096835,success
NCT02097121,fail
NCT02097849,fail
NCT02098304,success
NCT02098395,success
NCT02099006,fail
NCT02099084,fail
NCT02099110,success
NCT02099461,fail
NCT02099721,unknown
NCT02099786,fail
NCT02099799,fail
NCT02099838,success
NCT02099864,success
NCT02100124,fail
NCT02100189,unknown
NCT02100228,success
NCT02100475,fail
NCT02100514,success
NCT02100631,unknown
NCT02100670,fail
NCT02100696,success
NCT02100722,fail
NCT02100813,success
NCT02100956,success
NCT02100969,success
NCT02101112,unknown
NCT02101268,fail
NCT02101411,success
NCT02101515,unknown
NCT02102100,success
NCT02102399,success
NCT02102464,success
NCT02102724,success
NCT02102932,success
NCT02103218,fail
NCT02103439,fail
NCT02103478,unknown
NCT02104180,unknown
NCT02104219,fail
NCT02104505,success
NCT02104583,fail
NCT02104739,fail
NCT02104804,success
NCT02104817,fail
NCT02105246,fail
NCT02105415,fail
NCT02105467,success
NCT02105636,success
NCT02105688,success
NCT02105701,success
NCT02105740,success
NCT02105948,success
NCT02105961,success
NCT02105974,success
NCT02105987,unknown
NCT02106351,success
NCT02106390,unknown
NCT02106403,success
NCT02106832,fail
NCT02106923,success
NCT02107014,success
NCT02107274,success
NCT02107443,success
NCT02107599,success
NCT02107703,success
NCT02107898,success
NCT02108262,fail
NCT02108600,success
NCT02109107,success
NCT02109159,fail
NCT02109419,success
NCT02109484,success
NCT02109562,success
NCT02109640,fail
NCT02109939,fail
NCT02110238,unknown
NCT02110485,success
NCT02110693,unknown
NCT02110706,success
NCT02110732,success
NCT02110758,success
NCT02110901,success
NCT02111083,unknown
NCT02111564,fail
NCT02111577,fail
NCT02111603,success
NCT02111746,success
NCT02111772,success
NCT02111798,fail
NCT02111980,fail
NCT02111993,success
NCT02112370,success
NCT02112838,fail
NCT02112916,fail
NCT02113241,success
NCT02113436,fail
NCT02113579,success
NCT02113956,unknown
NCT02114164,success
NCT02114307,success
NCT02114385,success
NCT02114684,fail
NCT02114879,success
NCT02114892,success
NCT02115113,fail
NCT02115282,fail
NCT02115308,success
NCT02115347,unknown
NCT02115581,success
NCT02116621,unknown
NCT02116777,unknown
NCT02116972,fail
NCT02117024,success
NCT02117349,success
NCT02117414,success
NCT02117479,unknown
NCT02117713,fail
NCT02117999,success
NCT02118337,fail
NCT02118714,unknown
NCT02118766,success
NCT02118792,success
NCT02119026,fail
NCT02119286,success
NCT02119325,success
NCT02119416,success
NCT02119650,fail
NCT02119663,unknown
NCT02119676,fail
NCT02119819,fail
NCT02119871,fail
NCT02120027,fail
NCT02120352,unknown
NCT02120365,fail
NCT02120417,fail
NCT02120456,success
NCT02120469,unknown
NCT02120794,unknown
NCT02120833,success
NCT02120898,success
NCT02120924,unknown
NCT02120950,fail
NCT02121262,success
NCT02121483,unknown
NCT02121509,success
NCT02121535,unknown
NCT02121756,fail
NCT02121795,fail
NCT02122380,fail
NCT02122458,success
NCT02122770,unknown
NCT02123251,fail
